id,title,url,source,publish_time,crawl_time,deadline,category,organizer,participants,prize,requirement,contact,content,keywords,tags,spider_name,created_at,updated_at
235,关于开展大学生职业规划大赛的通知,https://xgc.hbue.edu.cn/7d/4d/c1007a359757/page.htm,学生工作处,2025-10-11,2026-04-12 15:08:09,,通知公告,,,,,,"各二级学院：

为贯彻落实党中央、国务院决策部署，落实《国务院关于印发“十四五”就业促进规划的通知》精神，加强高校生涯教育和就业指导，增强大学生职业规划意识，指导其及早做好就业准备，以择业新观念打开就业新天地，促进高质量充分就业，学校定于2025年10月至11月举办大学生职业规划大赛（以下简称大赛）。现将有关事项通知如下：

一、大赛主题

筑梦青春志在四方，规划启航职引未来

二、大赛时间

2025年10月—11月

三、大赛目标

努力将大赛打造成强化生涯教育的大课堂、促进人才供需对接的大平台、服务毕业生就业的大市场。通过举办大赛，更好实现以赛促学，引导大学生树立正确的成长成才观和择业就业观，科学合理规划学业与职业发展，提升就业竞争力；以赛促教，促进高校强化生涯教育，做实做细就业指导服务；以赛促就，广泛发动行业企业和高校参与赛事活动，推动人才供需有效对接，全力促进高校毕业生高质量充分就业。

四、大赛内容

（一）成长赛道。主要面向中低年级学生，考察其树立生涯发展理念并合理设定职业目标、围绕目标持续行动并不断调整的成长过程，通过学习实践提升综合素质和专业能力，体现正确的择业就业观念。

（二）就业赛道。面向高年级计划求职学生，考察其求职实战能力，对照目标职业及岗位要求，个人综合素质和专业能力等方面的契合度，个人发展路径与就业市场需求的适应度。

五、大赛赛制

（一）大赛采用院赛、校赛复赛、校赛决赛三级赛制。

（二）院赛由各院自行组织，校赛复赛、决赛由大学生就业指导中心统一组织。

（三）校赛决赛参赛学生选手24人左右，其中成长赛道12人左右，就业赛道本科生组12人左右。

（四）校赛决赛设一等奖4人、二等奖8人、三等奖12人，以及优秀指导教师奖4人等奖项。优秀指导老师为一等奖选手的第一指导老师。

六、赛程安排

各学院应鼓励大一、大二低年级学生参加成长赛道；大三学生可以根据实际情况选择参加成长赛道或就业赛道；大四高年级学生参加就业赛道。

（一）院赛（2025年10月11日—2025年10月26日）

各院自行或联合组织初赛报名及评审工作。

1.各院择优推荐选手进入学校复赛（总人数在800人以下的院系每条赛道每个组别至少选派1名选手参加复赛；总人数在800—1500人的学院每条赛道每个组别至少选派2名选手参加复赛；总人数在1500人以上的学院每条赛道每个组别至少选派3名选手参加复赛）。

2.各院请于10月26日17:00前将《大学生职业规划大赛参赛人员汇总表》（附件3）电子版和复赛参赛材料打包以“学院+复赛材料”重命名发送至369479777@qq.com。

复赛参赛材料要求：

（1）成长赛道

①生涯发展报告：介绍设定职业目标的过程、实现职业目标的具体行动和成效、职业目标及行动的动态调整等（PDF格式，文字不超过2000字，图表不超过5张）。

②生涯发展展示（PPT格式，不超过50MB；可加入视频）。

（2）就业赛道

①求职简历（PDF格式）。

②求职综合展示（PPT格式，不超过50MB；可加入视频）。

③辅助证明材料，包括实践、实习、获奖等证明材料（PDF格式，整合为单个文件，不超过50MB）。

（二）校赛复赛（2025年10月27日—2025年11月2日）

由大学生就业指导中心组织评审组对学生参赛作品进行线上评审，复赛按照一定比例遴选优秀选手晋级学校总决赛。（评审标准见附件1、2）。

（三）校赛决赛（2025年11月3日—2025年11月16日）

1.成长赛道决赛设主题陈述、评委提问环节（见附件1）。

主题陈述（7分钟）：选手结合生涯发展报告作陈述。

评委提问（5分钟）：评委结合选手陈述和现场表现提问。

2.就业赛道决赛设主题陈述、综合面试环节（见附件2）。

主题陈述（6分钟）：选手结合求职综合展示PPT，陈述个人求职意向和职业准备情况。

综合面试（6分钟）：评委提出真实工作场景中可能遇到的问题，选手提出解决方案；评委结合选手陈述自由提问。

请各学院以院为单位于2025年11月7日17:00前将《大学生职业规划大赛参赛人员汇总表》（附件3）电子版（EXCEL版及PDF学院盖章版）及决赛学生参赛材料（要求同复赛），每个选手材料按照“参赛赛道+姓名+专业班级+学号”设立单独文件夹，学院整体参赛材料文件夹命名为“XX学院大学生职业规划大赛”，电子档发送至369479777@qq.com。

七、联系方式

1.大赛官方赛事咨询QQ群号：623355488。

2.大赛联系人：欧姣姣，电话：027-81973871。

大学生就业指导中心

2025年10月11日

附件1：大学生职业规划大赛成长赛道决赛方案.docx https://xgc.hbue.edu.cn/_upload/article/files/1f/18/5a11ef2c4f1b8bdcaf1f888d6e75/c233fe81-96d9-41e8-8692-668795c83079.docx

附件2：大学生职业规划大赛就业赛道决赛方案.docx https://xgc.hbue.edu.cn/_upload/article/files/1f/18/5a11ef2c4f1b8bdcaf1f888d6e75/3d366cd7-329a-4cd9-af38-0c7c88c519a7.docx

附件3：大学生职业规划大赛参赛人员汇总表.xlsx https://xgc.hbue.edu.cn/_upload/article/files/1f/18/5a11ef2c4f1b8bdcaf1f888d6e75/235882e7-42e0-4a51-b664-b256a5bc4fe1.xlsx","[""大赛"", ""赛道"", ""就业"", ""大学生"", ""选手""]",[],hbue_xgc_notice_spider,2026-04-12 07:08:09,2026-04-12 15:08:09
236,2025年辅导员职业能力测试合格名单,https://xgc.hbue.edu.cn/7d/4e/c1007a359758/page.htm,学生工作处,2025-10-11,2026-04-12 15:08:10,,通知公告,,,,,,"为深入贯彻落实《教育部等八部门关于加快构建高校思想政治工作体系的意见》（教思政〔2020〕1号）、《关于新时代加强和改进思想政治工作的意见》文件精神，切实加强我校辅导员队伍建设，激励和促进辅导员不断提高政治素质与业务水平。根据《高等学校辅导员职业能力标准（暂行）》（教思政〔2014〕2号）、《普通高等学校辅导员队伍建设规定》（教育部43号令）的相关规定，特开展2025年辅导员职业能力测试，现将合格名单公布如下（按照姓氏拼音字母排序）：

蔡卓嵘	陈白鸽	陈聪颖	陈光玉	陈雪颖	程小蝶
崔瑾	丁汝	樊非	冯文倩	付睿思	高林
顾哲	郭婷婷	胡莹虎	黄韵瑾	蒋西艳	柯友清
寇竞泽	李聪聪	李鸽	李国瑞	李贺	李思颖
李心怡	李雪晴	李悦	廖诗凡	刘超	刘宇萌
卢翔	倪聪	蒲英锴	邵醒丽	石津楠	司马子鸣
宋翔宇	孔龙	谭杰	唐亚辉	田全喜	涂文扬
王金龙	王雪婷	吴鹏	吴霜	吴丝雨	肖可
熊俊	颜诗珑	杨佳子	杨琳	杨莎	姚璐璐
叶雅安	张一蔓	张雨晴	赵可越	郑婧	郑向阳
周博	周帆	周杰	周晶	周祥	周旋
周子豪	朱锦煇	左寅生			

学生工作部（处）

2025年10月11日","[""辅导员"", ""职业"", ""能力"", ""测试"", ""合格""]",[],hbue_xgc_notice_spider,2026-04-12 07:08:10,2026-04-12 15:08:10
237,关于开展湖北经济学院学生楼栋长换届选拔工作的通知,https://xgc.hbue.edu.cn/7c/c9/c1007a359625/page.htm,学生工作处,2025-10-09,2026-04-12 15:08:11,,通知公告,,,,,,"各学院：

为进一步加强“一站式”学生社区建设，充分发挥学生楼栋长在自我教育、自我管理、自我服务中的重要作用，根据《湖北经济学院学生楼栋长工作管理条例》要求，结合当前社区管理实际，现启动2025-2026学年学生楼栋长换届选拔工作。现将有关事项通知如下：

一、选拔目的

以“服务学生、凝聚人心、优化管理”为目标，选拔一批政治素质过硬、责任心强、服务意识突出的学生骨干，充实楼栋管理队伍，推动学生社区安全稳定、文化繁荣与服务提质，助力“三全育人”格局深化落实。

二、推荐条件与名额

（一）基本条件

1.拥护党的领导，遵守校规校纪，以身作则，无违纪记录；

2.具备良好沟通协调能力、责任意识和奉献精神，能主动服务同学；

3.优先从学生党员、有学生工作经验者中选拔。

（二）名额分配

为实现“学院-楼栋”管理全覆盖，每个楼栋覆盖的学院均需推荐至少1名楼栋长候选人（即“有学院入驻的楼栋，对应学院须推荐1名候选人”）。各学院可结合实际需求增加推荐名额，鼓励跨学院、跨专业学生参与。

三、主要职责

楼栋长需履行以下职责：

安全职责：协助开展防火、防盗、防诈骗等安全教育，排查安全隐患，参与应急演练；

生活职责：转发生活通知，收集学生需求并反馈至学工处，协助调解寝室矛盾；

文化职责：维护共享学习空间秩序，协助组织文明寝室评选、楼栋文化活动，参与学校管理培训。

四、选拔流程

1.学院推荐与个人报名（即日起至2025年10月16日）：

各学院统一组织推荐，填写《楼栋长候选人推荐表》（附件1），并附候选人简历（1000字以内）；个人可向所在学院提交报名材料，学院审核后汇总报送。

2.学工处审核与面试（10月17日-10月20日）：

学工处对候选人资格进行初审，组织面试考核（含情景模拟、综合问答）。

3.公示与任命（10月下旬）：

公示拟录用名单（3个工作日），公示无异议后正式任命，颁发聘书并开展岗前培训。

五、材料提交

请各学院于2025年10月16日17:00前将《楼栋长候选人推荐表》（纸质版加盖学院公章）及电子版报送至学生工作处，联系人：祝老师，电话：027-81973718，邮箱：718853749@qq.com。

六、其他事项

楼栋长任期为1学年，表现优秀者可连任，考核结果纳入学生综合素质评价。

本次换届工作严格遵循公平、公正、公开原则，严禁弄虚作假。

学生工作处

2025年10月9日

楼栋长候选人推荐表.docx https://xgc.hbue.edu.cn/_upload/article/files/94/37/d0f45e674b878931912367818361/a4c0f053-88d6-4657-9fa5-cd9069c87a32.docx","[""学生"", ""楼栋长"", ""工作"", ""候选人"", ""选拔""]",[],hbue_xgc_notice_spider,2026-04-12 07:08:11,2026-04-12 15:08:11
238,关于我校参加“全国百名心理委员风采展专题活动”推荐人选的公示,https://xgc.hbue.edu.cn/7b/a1/c1007a359329/page.htm,学生工作处,2025-09-29,2026-04-12 15:08:13,,通知公告,,,,,,"全校师生：

为充分展示我校心理委员的优秀风采，促进各高校心理委员工作交流，根据相关工作安排，我校组织了“全国百名心理委员风采展专题活动”的校内评选工作。

经个人申请、学院推荐、学校评审等环节，现拟推荐以下两位同学代表我校参加“全国百名心理委员风采展专题活动”，他们分别是：

序号	姓名	学院	班级	指导老师
1	肖铭月	会计学院	会计2444班	李思颖
2	戴雨佳	法学院	法学2441班	唐亚辉

特此公示。

公示期为2025年9月29日至10月4日。如对以上评选结果有异议，请在公示期内以书面形式向学生工作部（处）心理健康教育与咨询中心反映。

学生工作部（处）
心理健康教育中心
2025年9月29日","[""心理"", ""委员"", ""我校"", ""风采"", ""公示""]",[],hbue_xgc_notice_spider,2026-04-12 07:08:13,2026-04-12 15:08:13
239,关于开展2025年国家励志奖学金、国家助学金评审工作的通知,https://xgc.hbue.edu.cn/7b/80/c1007a359296/page.htm,学生工作处,2025-09-28,2026-04-12 15:08:14,,通知公告,,,,,,"各学院：

根据湖北省学生资助中心《关于做好2025年本专科国家奖助学金评审和资金发放工作的通知》、《湖北经济学院本科生国家励志奖学金、国家助学金评选管理办法》（鄂经院发[2024]40号）要求，现就有关事项通知如下：

一、组织领导

国家奖助学金是国家健全家庭经济困难学生资助体系的一项重要举措。各学院要提高对评审工作的认识，严格按照学校相关文件规定，坚持公开公正，细化工作流程，落实主体责任，对学生材料进行严格审核，评审结果须经院领导集体研究决定。

二、评审要求

1.坚持公开公平公正。各学院在开展国家奖助学金评审过程中，要始终坚持公开、透明原则，完善公示制度，确保投诉渠道畅通，确保投诉方式人人知晓。

学校咨询投诉方式为：hly@hbue.edu.cn、81973903。各班级、学院也须同时设立咨询投诉联系方式。

学校资助中心将加大监督检查力度，深入到寝室、食堂、图书馆等场所通过与学生随机谈话的方式，了解班级、学院评审真实情况。

2.加强过程管理。各学院按照相关文件要求开展评审工作，并做好书面评审记录。评审结果在适当范围内以适当的方式公示，不得公示学生身份证件号码、家庭住址、电话号码、出生日期等个人敏感信息，公示到期后要及时撤下。经公示无异议后方可报学校学生资助中心。

国家励志奖学金的奖励标准为6000元/年，对象为在籍在校大二以上（含大二）品学兼优家庭经济困难学生，奖励金一次性发放。

国家助学金分为三个等次：一等(4800元/年)、二等(3700元/年)、三等（2600元/年），分两个学期发放。

3.加强受助学生学籍核查。各学院在受助名单公示前，要将受助名单与学籍名单进行核对，确保受助学生均有本校学籍。

4.加强监督检查。评审工作采取学校抽查、学院自查方式进行。检查形式不限，内容包括：班主任（辅导员）是否全程参与；学生是否了解资助政策、评审条件、评审程序和要求；班级评定是否公平公正，并进行公示；是否存在平分奖助学金、上交作为班费等违规现象；是否存在受助学生利用奖助学请客吃饭等滥用资金情况。检查过程中发现异常情况及时上报、整改。

5.加强感恩诚信教育。各学院利用奖助学金评审、发放时机，通过举行发放仪式、倡导学生参与志愿服务、主题班会等丰富多彩的活动，做好感恩、诚信教育，发挥助学政策育人功效。

三、材料报送

11月3号（星期一）前，报以下材料：

附件1：《2025年国家励志奖学金发放表》（电子档）

附件2：《湖北省高校国家励志奖学金获奖学生初审名单表》（电子档）；

附件3：《2025年秋季国家助学金发放表》（电子档）

附件4：《湖北省高校国家助学金名单备案表》（电子档）

11月5号（星期三）前，报以下材料：

附件1：《2024年国家励志奖学金发放表》（纸质档）

附件3：《2024年秋季国家助学金发放表》（纸质档）

材料含学生手写签名、公章，一式两份

11月17号（周一）前，报以下材料：

全国资助信息系统相关表格（见附件包）

以下表格学院自行留存备查：

附件5《湖北省高校国家励志奖学金申请审批表》；

附件6《湖北省高校国家助学金申请表》；

学生工作处

2025年9月28日","[""国家"", ""学生"", ""评审"", ""发放"", ""附件""]",[],hbue_xgc_notice_spider,2026-04-12 07:08:14,2026-04-12 15:08:14
240,关于开展2024-2025学年国家奖学金评选工作的通知,https://xgc.hbue.edu.cn/7b/7a/c1007a359290/page.htm,学生工作处,2025-09-28,2026-04-12 15:08:15,,通知公告,,,,,,"各学院：

根据湖北省资助中心下发的《关于做好2024-2025学年本专科生国家奖学金初评工作的通知》文件，结合《湖北经济学院本科生国家奖学金评选管理办法》（鄂经院发[2024]39号），现就我校2024-2025学年国家奖学金评选工作通知如下：

一、奖励对象

全日制在籍本科二年级以上（含二年级）学生。

二、奖励名额及标准

奖励名额共63名，奖励标准为每人10000元。（学院名额见附件）

三、申请条件

1.热爱祖国,拥护中国共产党的领导; 遵守宪法和法律,遵守学校规章制度；诚实守信,道德品质优良。

2.2024-2025学年无不及格记录，体测达到合格以上；学业成绩和综合测评排名均位居专业年级前5%。

3. 学业成绩和综合测评未达到以上条件，但均位居专业年级前30%，且满足《湖北经济学院本科生国家奖学金评选管理办法》（鄂经院发[2024]39号）第七条。

4.与本年度评选的“国家励志奖学金”、“美乐维校友奖学金”、“许建国教育基金优秀学生奖学金”、“黄冬梅励志奖学金”、“自强之星”等其他奖项不能同时获得。

四、评选流程

1.本人申请。学生根据申请条件，向所在学院提交书面申请材料；

2.学院初评。学院成立由院领导、系主任、辅导员、班主任、学生代表（含大一新生）等为成员的评审小组，对申请学生进行资格审查并进行初评，确定获奖名单，并在学院内进行不少于3个工作日的公示。（学业成绩和综合测评未达到前5%，但均位居专业年级前30%的候选人，请于10月13日（周一）前将详细的证明材料报至学生工作处，待校、省逐级预审通过后方可正式报送。）

3.学校审定。学院公示无异议后，于10月16日(周三)前将评审报告（含评审组名单、评审程序、评审依据、公示情况和评审结果等）、审批表电子版发邮箱hly@hbue.edu.cn，纸质版签字盖章后交学生工作处，由学校审定并进行不少于5个工作日的公示。公示无异议后，将评审结果报上级主管部门。

五、工作要求

1.高度重视，认真评审。各学院要高度重视，坚持公平、公正、公开的原则认真做好评审工作，确保国家奖学金真正用于奖励特别优秀的学生。

2.严格程序，遵守纪律。班级推荐及学院评选均需要做好评议记录，自觉接受学校相关部门的检查和监督。

3.规范材料，及时上报。各学院要对学生填报的申报表、事迹材料等进行认真审核，确保各类材料的真实性和完整性。

咨询、投诉方式：027-81973903，hly@hbue.edu.cn

地址:“一站式”学生社区

学生工作处

2025年9月28日

附件1：2024-2025学年国家奖学金名额分配表.xlsx https://xgc.hbue.edu.cn/_upload/article/files/65/84/c618af9f482983434d405931b416/0660f3fc-cb39-4ead-a68a-b013bd1a66a2.xlsx

附件2：2024－2025学年国家奖学金申请审批表.doc https://xgc.hbue.edu.cn/_upload/article/files/65/84/c618af9f482983434d405931b416/770ca968-a5fd-43d2-b905-1fb1a42f7ff4.doc

附件3：《国家奖学金申请审批表》填写说明.docx https://xgc.hbue.edu.cn/_upload/article/files/65/84/c618af9f482983434d405931b416/599e9d98-51a7-4597-89ac-0a182b469999.docx","[""奖学金"", ""国家"", ""学生"", ""工作"", ""评审""]",[],hbue_xgc_notice_spider,2026-04-12 07:08:15,2026-04-12 15:08:15
241,关于2025级新生学生证办理及火车票优惠卡信息统计工作的通知,https://xgc.hbue.edu.cn/7a/6f/c1007a359023/page.htm,学生工作处,2025-09-24,2026-04-12 15:08:16,,通知公告,,,,,,"一、办理时间与流程

（一）领取学生证

时间：9月25日—9月30日

地点：“一站式”学生社区学生事务服务大厅

（二）填写与提交

学院以班级为单位组织学生填写学生证及《火车票学生优惠卡个人信息表》（附件1）；

10月11日前，以学院为单位将学生证提交至学生事务服务大厅；电子版信息表发送至QQ邮箱：164336928@qq.com，文件命名格式为“学院+人数+负责人姓名+电话”。

二、学生证填写规范

（一）基本要求

本人用黑色签字笔填写，禁止涂改（涂改无效需更换）；粘贴本人近期一寸彩色登记照。

（二）关键信息填写

1.籍贯：出生地或祖居地（格式：省名+市/县名）；

2.入学时间：统一填写“2025年9月15日”；有效期至：学生毕业年份的6月30日；

3.家庭地址：长期居住地（格式：XX省XX市XX县）；

4.乘车区间：仅限一个火车站点，与《火车站站名字典》（附件2）一致；同一城市多车站仅填一个；

5.家庭地址变更说明

需提供现居住地派出所/居委会居住证明、父母工作单位证明或暂住证（复印件/照片），方可变更乘车区间。

三、火车优惠卡使用规则

1.优惠卡：粘贴于学生证后页的磁条，用于购买学生优惠火车票；

2.电子客票政策：每学年（10月1日至次年9月30日）可享4次单程优惠，不限寒暑假，需每学年进行一次“资质绑定”：

3.绑定方式：通过12306APP、自动售（取）票机或车站人工窗口，出示学生证、身份证、优惠卡办理身份核验；

4.核验要求：无优惠卡、信息不全或与学生证不一致的，无法通过核验。优惠卡使用问题可查阅中国铁路12306官网：https://kyfw.12306.cn/otn/gonggao/student.html。

请各学院认真核对学生信息，确保新生顺利完成学生证及优惠卡办理。

火车票学生优惠卡个人信息表（学院+人数+负责人姓名+电话）.xls https://xgc.hbue.edu.cn/_upload/article/files/99/e9/398e759d415087611cd6f7a5e6a1/ce37eec1-d56d-4c00-a0dd-7c78f9025730.xls

火车站站台.xls https://xgc.hbue.edu.cn/_upload/article/files/99/e9/398e759d415087611cd6f7a5e6a1/270287ed-6dd4-46ac-8395-13a64e98074f.xls

学生工作处

2025年9月24日","[""学生"", ""学生证"", ""优惠卡"", ""填写"", ""信息""]",[],hbue_xgc_notice_spider,2026-04-12 07:08:16,2026-04-12 15:08:16
242,关于开展2025-2026学年家庭经济困难学生认定工作的通知,https://xgc.hbue.edu.cn/79/13/c1007a358675/page.htm,学生工作处,2025-09-19,2026-04-12 15:08:17,,通知公告,,,,,,"各学院：

根据教育部等六部门《关于做好家庭经济困难学生认定工作的指导意见》（教财[2018]16号）和《湖北经济学院家庭经济困难学生认定办法》（鄂经院学函[2020]5号）文件精神，现将2025-2026学年本科家庭经济困难学生认定工作的相关事宜通知如下：

一、认定对象

全日制普通本科学生。

二、认定流程

（一）政策宣传与工作部署

各学院向全体学生告知家庭经济困难学生认定工作事项，做好资助政策宣传。宣讲、公布家庭经济困难学生认定组情况。公布咨询、投诉渠道。

（二）学生申请

1.往年已经认定且在家庭经济困难学生库的学生：根据目前家庭经济状况做出书面申请（无显著变化的可申请维持现有等级不变；有变化的可申请调整困难等级或者出库。）

2.2025年新申请认定的学生：填写《附件1：湖北经济学院家庭经济困难学生认定申请表》（表格有更新），提交申请书、相关佐证材料一并提交到班级评议小组；

（三）学院评议评审

1.班级评议：由班级家庭经济困难认定评议小组根据学生提交的申请材料，结合学生的日常消费行为、影响其家庭经济困难的有关情况进行评议，确定申请者的困难等次，并公示。

2.学院评审：学院组织各专业、班级对评议过程及相关材料开展自查、互查。学院家庭经济困难认定工作组审核认定班级评议结果，无异议后连同学生的申请材料统一建立学院家庭经济困难数据库。

3.结果上报：各学院将电子版《附件2：湖北经济学院家庭经济困难认定情况汇总表》（sheet110月15日前发学工处）、纸质版《**学院2025年秋季学期家庭经济困难认定工作总结报告》签字盖章交学工处资助中心。（邮箱hly@hbue.edu.cn）

（四）学校审核

学生资助中心审核学院认定结果，汇总各学院认定名单。各学院在国家助学金评定完成后，配合完成全国学生资助管理信息系统数据采集（附件材料传至群共享）。

三、工作要求

1.高度重视。各学院要成立认定工作组，坚持公开、公平、公正的原则开展具体的组织和审核工作，确保工作规范、程序到位。

2.做好宣传。做好资助政策的宣传和解读，确保每一位学生知悉资助政策、工作流程，保障每一位家庭经济困难学生应助尽助。

3.加强教育。要将家庭经济困难学生认定工作和学生的思想教育、诚信教育相结合，关心家庭经济困难学生的学习、生活、心理健康和思想进步，教育引导家庭经济困难学生正确面对困难和挫折，自立自强。

咨询、投诉邮箱：hly@hbue.edu.cn；

电话：027-81973903；

地址：“一站式”学生社区（教三101）。

学生工作处

2025年9月19日

附件1：湖北经济学院家庭经济困难学生认定申请表（2025）.docx https://xgc.hbue.edu.cn/_upload/article/files/cd/bf/22db137748c99b6ff88670fecd1e/b5124b2e-7dfd-4488-a6f9-e78312018b1d.docx

附件2：湖北经济学院家庭经济困难认定情况汇总表；

附件3：全国资助信息系统导入模版；","[""经济"", ""学生"", ""困难"", ""认定"", ""家庭""]",[],hbue_xgc_notice_spider,2026-04-12 07:08:17,2026-04-12 15:08:17
243,关于做好2025年服兵役学生国家教育资助申报工作的通知,https://xgc.hbue.edu.cn/78/26/c1007a358438/page.htm,学生工作处,2025-09-16,2026-04-12 15:08:18,,通知公告,,,,,,"各学院：

为贯彻落实服兵役学生国家资助政策，根据省学生资助管理中心工作要求，现开展本年度服兵役学生国家资助项目申报工作，具体如下：

（一）应征入伍义务兵学费资助

（1）申报对象：在校生服义务兵、应（往）届毕业生服义务兵、退役复学学生。

（2）所需材料：

1.在校生服义务兵、应（往）届毕业生服义务兵：填写《应征入伍服兵役高等学校学生国家教育资助申请表Ⅰ》1份、入伍通知书或入伍批准书复印件1份；

2.退役复学：《应征入伍服兵役高等学校学生国家教育资助申请表Ⅱ》1份、退役证复印件1份、复学证明1份；

（3）申报方式：

上述表格由学生本人登录全国征兵网填报打印，在9月26日之前交学工处学生资助中心。

（二）退役士兵享受国家助学金资助

（1）申报对象：普通本科在籍在校的退役士兵。

（2）申报方式：

学生向所在学院提交退伍证复印件（往年提交过的无需提交），学院审核填报《退役士兵享受专项国家助学金汇总表》，在9月26日之前将《汇总表》（电子版发邮箱hly@hbue.edu.cn）和复印件材料交至学工处学生资助中心。

【重要变化】为进一步提升退役士兵学费资助审核准确性，资助系统已与退役军人部系统对接并上线自主就业退役士兵身份核验模块。今年起，所有退役士兵入学学生申请学费资助的，全部需要在身份核验模块验证通过“自主就业”身份，才能录入学费资助信息。

各校将申请退役士兵学费资助的学生信息录入核验模块，退役军人部系统将及时反馈核验结果。如果身份核验不通过，学生坚持自己符合条件，可以由学校发起系统申诉，退役军人部将专门核查（时间较长）。学生提交了申请表，但是系统核验不通过，学生申诉后退役军人部最终反馈仍不通过的学生，视为最终确定非自主就业退役士兵，不符合资助条件，学生如有异议，可前往当地或安置地退役军人服务站咨询原因。

【注意】为避免错过资助系统录入审核截止日期，请各学院工作做到前面，提醒申请退役士兵学费资助的学生前往就近的退役军人服务中心(站)建档立卡或补充更正个人信息，避免因没有建档立卡这种简单问题而申诉，导致错过系统权限截止日期。

学生工作处

2025年9月16日

退役士兵享受专项国家助学金汇总表（2025年秋季）.xlsx https://xgc.hbue.edu.cn/_upload/article/files/42/57/2a0539014610aabc640063497aac/615f93ac-b05c-414a-aa65-159f4740f068.xlsx","[""学生"", ""资助"", ""退役"", ""士兵"", ""国家""]",[],hbue_xgc_notice_spider,2026-04-12 07:08:18,2026-04-12 15:08:18
244,关于推选“全国百名心理委员风采展示专题活动”的通知,https://xgc.hbue.edu.cn/76/a1/c1007a358049/page.htm,学生工作处,2025-09-10,2026-04-12 15:08:19,,通知公告,,,,,,"各学院：

为了加强高校心理委员工作队伍建设，探索心理委员工作以及朋辈心理辅导的新方法、新路径，提升心理委员的心理自助与助人的能力，充分发挥心理委员在心理健康服务中的桥梁和纽带作用，促进各高校之间心理健康服务理论与实践工作的交流与合作。在中国心理学会心理危机干预工作委员会指导下举办“全国百名心理委员风采展示专题活动”。现将我校校内评选事宜通知如下：

一、推荐对象：

2020-2025年之间在任的心理委员

二、推荐方式：

自主申报、学院推荐相结合，心理健康教育中心综合评审。

三、推荐标准：

1、政治立场坚定、品行端正，拥护共产党，热爱祖国，认真学习习近平新时代中国特色社会主义思想，政治上积极要求进步。

2、在校担任各级心理委员任职至少一年。

3、参与过心理委员培训并结业。

4、遵守学校的各项规章制度，艰苦朴素，作风正派，诚实守信，参加集体活动方面能在同学中起表率作用。

5、学习勤奋，成绩优良，在校期间没有挂科补考情况。

6、积极参与社会公益劳动和社会实践活动，关心集体，热心为同学服务，身心健康。

四、推荐程序：

1、按大会要求，我校有2个名额代表可以参加全国百名心理委员风采展示活动；

2、现各学院推荐1-2名符合条件的学生进行校内竞选（自愿参加）；

3、校内评选由学生工作部（处）心理健康教育中心组织评审；全国评选由全国高校心理委员研究协作组理事高校专家评审。

五、报名方式：

各学院需提交候选人报名表（附件1）、风采展示视频资料（视频格式为MP4，时长不超过5分钟，视频容量不超过200M）及相关荣誉证书需复印件或扫描件发送到指定邮箱（xgc_xlzx@163.com），邮件名称以“学院+心委推优”格式命名，纸质版报名表一式两份经学院盖章送至心理健康教育中心（“一站式”学生社区105）。

六、截止时间：

2025年9月28日12:00

附件1：全国百名心理委员风采展示专题活动推荐表.docx https://xgc.hbue.edu.cn/_upload/article/files/31/20/d5f2cb9746bf9968b5250eb2e219/0671e842-fb9b-4a89-81bc-788f43eb2899.docx

学生工作部（处）

心理健康教育中心

2025年9月10日","[""心理"", ""委员"", ""全国"", ""活动"", ""心理健康""]",[],hbue_xgc_notice_spider,2026-04-12 07:08:19,2026-04-12 15:08:19
